ID,trial,day,t_point,backg,loc,line_cross,shel_dur,sex,mass,mass_sc,trial_series,t_point_sc
2,1,8/29/2016,8,Light,Outer,2,0,Male,1096.5,-0.42098580797651974,2-1,-0.11356512825836569
2,1,8/29/2016,8,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,-0.11356512825836569
2,1,8/29/2016,8,Dark,Inner,8,0,Male,1096.5,-0.42098580797651974,2-1,-0.11356512825836569
2,1,8/29/2016,8,Dark,Outer,15,6.4,Male,1096.5,-0.42098580797651974,2-1,-0.11356512825836569
2,1,8/29/2016,9,Dark,Inner,3,0,Male,1096.5,-0.42098580797651974,2-1,0.06275967614278102
2,1,8/29/2016,9,Dark,Outer,6,0,Male,1096.5,-0.42098580797651974,2-1,0.06275967614278102
2,1,8/29/2016,9,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,0.06275967614278102
2,1,8/29/2016,9,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,0.06275967614278102
2,1,8/29/2016,10,Dark,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,0.23908448054392772
2,1,8/29/2016,10,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,0.23908448054392772
2,1,8/29/2016,10,Dark,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,0.23908448054392772
2,1,8/29/2016,10,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,0.23908448054392772
2,1,8/29/2016,11,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,0.41540928494507445
2,1,8/29/2016,11,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,0.41540928494507445
2,1,8/29/2016,11,Dark,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,0.41540928494507445
2,1,8/29/2016,11,Dark,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,0.41540928494507445
2,1,8/29/2016,12,Dark,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,0.5917340893462212
2,1,8/29/2016,12,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,0.5917340893462212
2,1,8/29/2016,12,Dark,Inner,0,0,Male,1096.5,-0.42098580797651974,2-1,0.5917340893462212
2,1,8/29/2016,12,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-1,0.5917340893462212
2,1,8/29/2016,13,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,0.7680588937473678
2,1,8/29/2016,14,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,0.9443836981485145
2,1,8/29/2016,15,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,1.1207085025496613
2,1,8/29/2016,16,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,1.297033306950808
2,1,8/29/2016,17,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,1.4733581113519547
2,1,8/29/2016,18,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,1.6496829157531014
2,1,8/29/2016,19,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,1.8260077201542482
2,1,8/29/2016,20,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,2.0023325245553947
2,1,8/29/2016,21,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,2.1786573289565414
2,1,8/29/2016,22,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,2.354982133357688
2,1,8/29/2016,23,Dark,Outer,0,60,Male,1096.5,-0.42098580797651974,2-1,2.531306937758835
2,2,9/26/2016,13,Dark,Outer,0,0,Male,1096.5,-0.42098580797651974,2-2,-1.5630680785499453
2,2,9/26/2016,13,Light,Outer,0,0,Male,1096.5,-0.42098580797651974,2-2,-1.5630680785499453
2,2,9/26/2016,13,Dark,Inner,0,0,Male,1096.5,-0.42098580797651974,2-2,-1.5630680785499453
2,2,9/26/2016,13,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-2,-1.5630680785499453
2,2,9/26/2016,14,Light,Inner,0,0,Male,1096.5,-0.42098580797651974,2-2,-1.250454462839956
2,2,9/26/2016,14,Dark,Inner,0,0,Male,1096.5,-0.42098580797651974,2-2,-1.250454462839956
